DRG Definition	Provider Id	Provider Name	Provider Street Address	Provider City	Provider State	Provider Zip Code	Hospital Referral Region Description	 Total Discharges 	 Average Covered Charges    Average Total Payments 	Average Medicare Payments
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340075	GRACE HOSPITAL INC	2201 S STERLING ST	MORGANTON	NC	28655	NC - Charlotte	19	$18,601.57 	$6,538.84 	$5,536.10 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340085	THOMASVILLE MEDICAL CENTER	207 OLD LEXINGTON RD BOX 789	THOMASVILLE	NC	27360	NC - Winston-Salem	19	$16,048.47 	$6,526.78 	$5,227.94 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340087	THE MCDOWELL HOSPITAL	430 RANKIN DRIVE P O BOX 730	MARION	NC	28752	NC - Asheville	11	$12,290.54 	$7,964.18 	$6,155.18 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340090	JOHNSTON MEMORIAL HOSPITAL	509 BRIGHT LEAF BLVD	SMITHFIELD	NC	27577	NC - Raleigh	41	$26,966.73 	$8,221.34 	$6,489.87 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340091	MOSES H CONE MEMORIAL HOSPITAL, THE	1200 N ELM ST	GREENSBORO	NC	27401	NC - Greensboro	180	$17,527.10 	$7,581.03 	$6,528.16 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340096	LEXINGTON MEMORIAL HOSPITAL INC	250 HOSPITAL DRIVE PO BOX 1817	LEXINGTON	NC	27293	NC - Winston-Salem	24	$13,932.41 	$6,504.20 	$5,520.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340097	HUGH CHATHAM MEMORIAL HOSPITAL	180 PARKWOOD DR	ELKIN	NC	28621	NC - Winston-Salem	22	$17,774.09 	$6,719.63 	$5,899.27 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340098	CAROLINAS MED CENTER-MERCY	2001 VAIL AVE	CHARLOTTE	NC	28207	NC - Charlotte	35	$24,904.22 	$6,817.45 	$5,851.74 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340099	ROANOKE CHOWAN HOSPITAL	500 S ACADEMY ST	AHOSKIE	NC	27910	NC - Greenville	35	$19,981.54 	$7,290.60 	$6,421.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340106	SANDHILLS REGIONAL MEDICAL CENTER	1000 WEST HAMLET AVENUE	HAMLET	NC	28345	NC - Charlotte	16	$27,772.75 	$7,032.62 	$6,254.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340107	HERITAGE HOSPITAL	111 HOSPITAL DR	TARBORO	NC	27886	NC - Greenville	25	$18,657.60 	$6,447.64 	$5,639.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340109	ALBEMARLE HOSPITAL AUTHORITY	1144 N ROAD ST	ELIZABETH CITY	NC	27909	VA - Norfolk	31	$20,234.00 	$8,089.35 	$7,185.74 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340113	CAROLINAS MEDICAL CENTER/BEHAV HEALTH	1000 BLYTHE BLVD	CHARLOTTE	NC	28203	NC - Charlotte	164	$26,009.87 	$9,863.00 	$8,578.70 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340114	REX HOSPITAL	4420 LAKE BOONE TRAIL	RALEIGH	NC	27607	NC - Raleigh	160	$19,666.18 	$6,208.66 	$5,266.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340115	FIRSTHEALTH MOORE REGIONAL HOSPITAL	155 MEMORIAL DRIVE	PINEHURST	NC	28374	NC - Durham	158	$17,917.48 	$7,017.95 	$5,927.68 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340116	FRYE REGIONAL MEDICAL CENTER	420 N CENTER ST	HICKORY	NC	28601	NC - Hickory	34	$26,993.70 	$6,563.47 	$5,138.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340119	STANLY REGIONAL MEDICAL CENTER	301 YADKIN ST	ALBEMARLE	NC	28001	NC - Charlotte	31	$19,598.35 	$7,195.41 	$6,181.22 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340120	DUPLIN GENERAL HOSPITAL	401 N MAIN ST	KENANSVILLE	NC	28349	NC - Greenville	11	$19,842.36 	$7,566.63 	$6,552.09 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340123	RANDOLPH HOSPITAL	364 WHITE OAK STREET	ASHEBORO	NC	27204	NC - Greensboro	32	$15,769.25 	$6,768.81 	$5,995.56 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340126	WILSON MEDICAL CENTER	1705 S TARBORO ST	WILSON	NC	27893	NC - Raleigh	56	$22,247.94 	$7,216.75 	$6,237.46 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340129	LAKE NORMAN REGIONAL MEDICAL CENTER	171 FAIRVIEW ROAD	MOORESVILLE	NC	28117	NC - Charlotte	24	$27,416.75 	$6,444.04 	$5,597.70 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340130	CAROLINAS MEDICAL CENTER-UNION	600 HOSPITAL DR	MONROE	NC	28110	NC - Charlotte	54	$14,981.03 	$7,532.33 	$6,216.94 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340131	CAROLINA EAST MEDICAL CENTER	2000 NEUSE BLVD	NEW BERN	NC	28560	NC - Greenville	102	$11,794.55 	$7,766.44 	$6,548.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340132	MARIA PARHAM MEDICAL CENTER	PO BOX 59	HENDERSON	NC	27536	NC - Durham	32	$19,033.96 	$7,601.12 	$6,651.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340133	MARTIN GENERAL HOSPITAL	310 S MCCASKEY RD P O BOX 1128	WILLIAMSTON	NC	27892	NC - Greenville	19	$26,590.00 	$6,875.68 	$5,985.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340141	NEW HANOVER REGIONAL MEDICAL CENTER	2131 S 17TH ST BOX 9000	WILMINGTON	NC	28402	NC - Wilmington	175	$17,483.28 	$7,993.94 	$6,849.19 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340142	CARTERET GENERAL HOSPITAL	3500 ARENDELL ST	MOREHEAD CITY	NC	28557	NC - Greenville	43	$13,192.11 	$7,812.65 	$6,998.04 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340143	CATAWBA VALLEY MEDICAL CENTER	810 FAIRGROVE CHURCH RD	HICKORY	NC	28602	NC - Hickory	34	$20,086.79 	$6,860.47 	$6,101.29 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340144	DAVIS REGIONAL MEDICAL CENTER	218 OLD MOCKSBVILLE RD PO BOX 1823	STATESVILLE	NC	28687	NC - Winston-Salem	14	$26,815.21 	$7,215.78 	$6,090.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340145	CAROLINAS MEDICAL CENTER-LINCOLN	433 MCALISTER RD	LINCOLNTON	NC	28092	NC - Charlotte	15	$22,430.13 	$6,869.80 	$6,046.06 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340147	NASH GENERAL HOSPITAL	2460 CURTIS ELLIS DRIVE	ROCKY MOUNT	NC	27804	NC - Raleigh	100	$16,004.59 	$8,023.38 	$7,169.78 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340151	HALIFAX REGIONAL MEDICAL CENTER INC	250 SMITH CHURCH RD	ROANOKE RAPIDS	NC	27870	NC - Raleigh	24	$14,355.95 	$6,721.95 	$5,924.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340155	DURHAM REGIONAL HOSPITAL	3643 N ROXBORO ROAD	DURHAM	NC	27704	NC - Durham	61	$23,241.55 	$8,834.13 	$6,442.03 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340158	BRUNSWICK COMMUNITY HOSPITAL	1 MEDICAL CENTER DR  PO BOX 139	SUPPLY	NC	28462	NC - Wilmington	27	$23,501.44 	$7,153.00 	$6,152.70 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340166	CAROLINAS MED CTR-UNIVERSITY	8800 NORTH TYRON STREET	CHARLOTTE	NC	28262	NC - Charlotte	25	$23,853.56 	$6,847.80 	$5,579.16 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340171	PRESBYTERIAN HOSPITAL MATTHEWS	1500 MATTHEWS TWNSHP PRKWY BOX 3310	MATTHEWS	NC	28106	NC - Charlotte	54	$18,753.20 	$6,620.03 	$5,416.64 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340173	WAKEMED, CARY HOSPITAL	1900 KILDARE FARM ROAD	CARY	NC	27511	NC - Raleigh	58	$29,754.60 	$6,591.58 	$5,698.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340183	PRESBYTERIAN HOSPITAL HUNTERSVILLE	10030 GILEAD ROAD	HUNTERSVILLE	NC	28078	NC - Charlotte	31	$14,865.61 	$6,287.41 	$5,222.87 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	340184	MEDWEST HAYWOOD	262 LEROY GEORGE DRIVE	CLYDE	NC	28721	NC - Asheville	27	$11,860.96 	$6,489.88 	$5,273.25 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350002	ST ALEXIUS MEDICAL CENTER	900 E BROADWAY	BISMARCK	ND	58501	ND - Bismarck	36	$15,039.52 	$7,578.88 	$5,244.58 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350006	TRINITY HOSPITALS	407 3RD ST SE	MINOT	ND	58701	ND - Minot	55	$14,923.03 	$6,963.74 	$6,006.29 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350011	SANFORD MEDICAL CENTER FARGO	801 BROADWAY NORTH	FARGO	ND	58122	ND - Fargo/Moorhead MN	84	$17,524.21 	$7,892.35 	$6,296.42 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350015	MEDCENTER ONE	300 N 7TH ST	BISMARCK	ND	58506	ND - Bismarck	46	$12,559.45 	$7,608.43 	$6,825.13 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350019	ALTRU HOSPITAL	1200 S COLUMBIA RD	GRAND FORKS	ND	58201	ND - Grand Forks	46	$15,174.28 	$7,402.06 	$6,374.56 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	350070	ESSENTIA HEALTH-FARGO	3000 32ND AVE SOUTH	FARGO	ND	58104	ND - Fargo/Moorhead MN	16	$16,351.31 	$6,992.37 	$6,147.37 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360001	MERCY HOSPITAL ANDERSON	7500 STATE ROAD	CINCINNATI	OH	45255	OH - Cincinnati	37	$18,819.75 	$7,077.40 	$5,117.97 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360002	SAMARITAN HOSPITAL - PEOPLES HOSPITAL	1025 CENTER ST	ASHLAND	OH	44805	OH - Columbus	12	$10,431.66 	$6,233.58 	$5,295.58 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360003	UNIVERSITY HOSPITAL, INC	234 GOODMAN STREET	CINCINNATI	OH	45267	OH - Cincinnati	110	$26,178.89 	$11,328.82 	$9,981.32 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360006	RIVERSIDE METHODIST HOSPITAL	3535 OLENTANGY RIVER RD	COLUMBUS	OH	43214	OH - Columbus	232	$27,886.36 	$7,457.09 	$6,306.86 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360008	SOUTHERN OHIO MEDICAL CENTER	1805 27TH STREET	PORTSMOUTH	OH	45662	OH - Columbus	37	$18,746.00 	$7,238.56 	$6,614.83 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360009	LIMA MEMORIAL HEALTH SYSTEM	1001 BELLEFONTAINE AVENUE	LIMA	OH	45804	OH - Dayton	33	$17,417.51 	$6,306.24 	$5,420.18 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360010	UNION HOSPITAL	659 BOULEVARD	DOVER	OH	44622	OH - Canton	39	$9,799.61 	$6,078.46 	$5,273.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360011	MARION GENERAL HOSPITAL	1000 MCKINLEY PARK DRIVE	MARION	OH	43302	OH - Columbus	15	$13,906.73 	$6,699.13 	$5,946.60 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360012	MOUNT CARMEL ST ANN'S HOSPITAL	500 SOUTH CLEVELAND AVENUE	WESTERVILLE	OH	43081	OH - Columbus	22	$15,991.72 	$7,203.77 	$5,803.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360016	JEWISH HOSPITAL, LLC	4777 EAST GALBRAITH ROAD	CINCINNATI	OH	45236	OH - Cincinnati	34	$23,482.50 	$7,216.02 	$6,353.20 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360017	GRANT MEDICAL CENTER	111 SOUTH GRANT AVENUE	COLUMBUS	OH	43215	OH - Columbus	45	$25,534.91 	$9,175.53 	$7,417.24 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360019	SUMMA HEALTH SYSTEM BARBERTON HOSPITAL	155 5TH STREET N E	BARBERTON	OH	44203	OH - Akron	14	$36,223.92 	$7,184.64 	$6,223.50 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360020	SUMMA HEALTH SYSTEMS HOSPITALS	525 EAST MARKET STREET	AKRON	OH	44309	OH - Akron	100	$43,828.31 	$7,846.63 	$6,892.47 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360025	FIRELANDS REGIONAL MEDICAL CENTER	1111 HAYES AVENUE	SANDUSKY	OH	44870	OH - Cleveland	35	$18,463.88 	$6,746.42 	$5,504.54 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360026	GREENE MEMORIAL HOSPITAL	1141 NORTH MONROE DRIVE	XENIA	OH	45385	OH - Kettering	16	$33,338.12 	$6,074.87 	$5,157.12 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360027	AKRON GENERAL MEDICAL CENTER	400 WABASH AVENUE	AKRON	OH	44307	OH - Akron	76	$27,779.69 	$7,519.90 	$6,262.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360029	WOOD COUNTY HOSPITAL	950 WEST WOOSTER STREET	BOWLING GREEN	OH	43402	OH - Toledo	15	$15,065.93 	$6,582.13 	$4,923.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360035	MOUNT CARMEL HEALTH	793 WEST STATE STREET	COLUMBUS	OH	43222	OH - Columbus	97	$14,485.81 	$7,389.57 	$6,130.79 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360036	WOOSTER COMMUNITY HOSPITAL	1761 BEALL AVENUE	WOOSTER	OH	44691	OH - Canton	24	$9,887.04 	$6,154.50 	$5,036.66 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360037	ST VINCENT CHARITY MEDICAL CENTER	2351 EAST 22ND STREET	CLEVELAND	OH	44115	OH - Cleveland	11	$32,958.27 	$9,464.81 	$8,641.54 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360039	GENESIS HEALTHCARE SYSTEM	2951 MAPLE AVENUE	ZANESVILLE	OH	43701	OH - Columbus	57	$16,135.07 	$7,531.17 	$5,707.15 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360041	PARMA COMMUNITY GENERAL HOSPITAL	7007 POWERS BOULEVARD	PARMA	OH	44129	OH - Cleveland	89	$13,887.68 	$5,724.95 	$4,794.86 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360046	MCCULLOUGH-HYDE MEMORIAL HOSPITAL	110 NORTH POPLAR STREET	OXFORD	OH	45056	OH - Cincinnati	12	$11,565.50 	$6,591.16 	$5,849.83 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360048	UNIVERSITY OF TOLEDO MEDICAL CENTER	3000 ARLINGTON AVENUE	TOLEDO	OH	43699	OH - Toledo	19	$22,290.94 	$9,036.68 	$7,746.63 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360051	MIAMI VALLEY HOSPITAL	ONE WYOMING STREET	DAYTON	OH	45409	OH - Dayton	109	$41,310.85 	$7,845.44 	$6,803.11 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360052	GOOD SAMARITAN HOSPITAL	2222 PHILADELPHIA DRIVE	DAYTON	OH	45406	OH - Dayton	58	$42,569.51 	$7,546.37 	$6,561.25 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360054	HOLZER MEDICAL CENTER	100 JACKSON PIKE	GALLIPOLIS	OH	45631	OH - Columbus	20	$14,821.05 	$6,907.20 	$5,524.90 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360055	TRUMBULL MEMORIAL HOSPITAL	1350 EAST MARKET STREET	WARREN	OH	44482	OH - Youngstown	26	$34,401.80 	$6,340.34 	$5,391.11 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360056	MERCY HOSPITAL FAIRFIELD	3000 MACK ROAD	FAIRFIELD	OH	45014	OH - Cincinnati	38	$24,029.73 	$6,698.10 	$5,309.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360058	MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL	800 WEST MAIN STREET	COLDWATER	OH	45828	OH - Dayton	11	$13,934.36 	$6,758.00 	$5,946.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360059	METRO HEALTH MEDICAL CENTER	2500 METROHEALTH DRIVE	CLEVELAND	OH	44109	OH - Cleveland	67	$18,565.01 	$10,807.88 	$9,757.59 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360064	ST ELIZABETH HEALTH CENTER	1044 BELMONT AVENUE	YOUNGSTOWN	OH	44501	OH - Youngstown	103	$25,522.26 	$7,054.09 	$6,173.72 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360065	FISHER-TITUS HOSPITAL	272 BENEDICT AVENUE	NORWALK	OH	44857	OH - Cleveland	16	$20,462.68 	$6,660.93 	$5,821.93 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360066	ST RITA'S MEDICAL CENTER	730 WEST MARKET STREET	LIMA	OH	45801	OH - Dayton	65	$24,378.29 	$6,586.80 	$5,723.41 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360068	TOLEDO HOSPITAL THE	2142 NORTH COVE BOULEVARD	TOLEDO	OH	43606	OH - Toledo	83	$35,351.96 	$7,743.77 	$6,083.62 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360070	MERCY MEDICAL CENTER	1320 MERCY DRIVE NW	CANTON	OH	44708	OH - Canton	66	$13,200.22 	$6,510.56 	$5,608.31 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360072	FAIRFIELD MEDICAL CENTER	401 NORTH EWING STREET	LANCASTER	OH	43130	OH - Columbus	26	$13,017.88 	$6,966.80 	$5,838.69 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360074	FLOWER HOSPITAL	5200 HARROUN ROAD	SYLVANIA	OH	43560	OH - Toledo	16	$27,051.43 	$6,636.37 	$5,651.87 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360076	ATRIUM MEDICAL CENTER	ONE MEDICAL CENTER DRIVE	FRANKLIN	OH	45005	OH - Kettering	29	$35,864.37 	$6,275.82 	$5,302.17 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360077	FAIRVIEW HOSPITAL	18101 LORAIN AVENUE	CLEVELAND	OH	44111	OH - Cleveland	43	$29,691.79 	$7,155.97 	$6,167.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360078	ROBINSON MEMORIAL HOSPITAL	6847 N CHESTNUT	RAVENNA	OH	44266	OH - Akron	14	$27,902.28 	$6,425.00 	$5,385.28 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360079	KETTERING MEDICAL CENTER	3535 SOUTHERN BOULEVARD	KETTERING	OH	45429	OH - Kettering	61	$26,903.57 	$6,897.37 	$5,969.59 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360081	MERCY ST CHARLES HOSPITAL	2600 NAVARRE AVENUE	OREGON	OH	43616	OH - Toledo	25	$28,905.64 	$7,161.72 	$6,261.24 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360082	EUCLID HOSPITAL	18901 LAKE SHORE BOULEVARD	EUCLID	OH	44119	OH - Cleveland	15	$25,619.53 	$6,334.46 	$5,510.73 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360084	AULTMAN HOSPITAL	2600 SIXTH STREET SW	CANTON	OH	44710	OH - Canton	110	$15,276.46 	$6,909.82 	$5,945.19 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360085	OHIO STATE UNIVERSITY HOSPITALS	410 WEST 10TH AVENUE	COLUMBUS	OH	43210	OH - Columbus	89	$36,549.48 	$10,525.62 	$8,916.31 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360086	SPRINGFIELD REGIONAL MEDICAL CENTER	100 MEDICAL CENTER DRIVE	SPRINGFIELD	OH	45504	OH - Dayton	54	$24,804.62 	$7,560.61 	$5,906.18 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360090	ST LUKE'S HOSPITAL	5901 MONCLOVA ROAD	MAUMEE	OH	43537	OH - Toledo	35	$19,117.71 	$6,233.77 	$5,410.77 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360091	MEDINA HOSPITAL	1000 EAST WASHINGTON STREET	MEDINA	OH	44256	OH - Cleveland	18	$21,066.11 	$5,708.94 	$4,709.83 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360095	BLANCHARD VALLEY HOSPITAL	1900 SOUTH MAIN STREET	FINDLAY	OH	45840	OH - Toledo	33	$14,623.78 	$6,180.60 	$5,363.15 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360098	LAKE HEALTH	7590 AUBURN ROAD	CONCORD	OH	44077	OH - Cleveland	81	$28,557.82 	$5,963.24 	$4,885.40 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360107	BELLEVUE HOSPITAL	1400 WEST MAIN STREET	BELLEVUE	OH	44811	OH - Cleveland	11	$18,180.72 	$6,125.72 	$5,102.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360112	MERCY ST VINCENT MEDICAL CENTER	2213 CHERRY STREET	TOLEDO	OH	43608	OH - Toledo	57	$41,841.57 	$9,785.17 	$8,739.45 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360113	MERCY FRANCISCAN HOSPITAL WESTERN HILLS	3131 QUEEN CITY AVENUE	CINCINNATI	OH	45238	OH - Cincinnati	26	$19,093.38 	$6,547.46 	$4,739.57 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360115	UHHS BEDFORD MEDICAL CENTER	44 BLAINE AVENUE	BEDFORD	OH	44146	OH - Cleveland	11	$28,918.63 	$6,148.36 	$5,128.00 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360118	MEDCENTRAL HEALTH SYSTEM	335 GLESSNER AVENUE	MANSFIELD	OH	44903	OH - Columbus	74	$19,879.59 	$6,476.21 	$5,338.75 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360123	ST JOHN MEDICAL CENTER	29000 CENTER RIDGE ROAD	WESTLAKE	OH	44145	OH - Cleveland	50	$22,123.80 	$6,957.40 	$5,747.56 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360125	ASHTABULA COUNTY MEDICAL CENTER	2420 LAKE AVENUE	ASHTABULA	OH	44004	OH - Cleveland	18	$18,145.27 	$7,066.00 	$6,314.88 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360132	FORT HAMILTON HUGHES MEMORIAL HOSPITAL	630 EATON AVENUE	HAMILTON	OH	45013	OH - Cincinnati	24	$24,034.16 	$6,657.54 	$5,701.20 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360133	GRANDVIEW HOSPITAL & MEDICAL CENTER	405 GRAND AVENUE	DAYTON	OH	45405	OH - Dayton	25	$35,833.20 	$9,467.68 	$6,170.36 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360134	GOOD SAMARITAN HOSPITAL	375 DIXMYTH AVENUE	CINCINNATI	OH	45220	OH - Cincinnati	47	$27,674.25 	$7,604.80 	$6,571.14 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360137	UNIVERSITY HOSPITALS OF CLEVELAND	11100 EUCLID AVENUE	CLEVELAND	OH	44106	OH - Cleveland	96	$28,751.73 	$10,339.34 	$9,116.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360141	NORTHSIDE MEDICAL CENTER	500 GYPSY LANE	YOUNGSTOWN	OH	44501	OH - Youngstown	20	$29,943.75 	$7,056.25 	$6,080.35 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360143	MARYMOUNT HOSPITAL	12300 MCCRACKEN ROAD	GARFIELD HEIGHT	OH	44125	OH - Cleveland	41	$29,540.82 	$6,217.36 	$5,003.51 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC	360144	SOUTH POINTE HOSPITAL	20000 HARVARD ROAD	WARRENSVILLE HE	OH	44122	OH - Cleveland	16	$26,738.00 	$7,326.31 	$6,620.81 
